id,unique_name,display_name,description,url,notes
b57fbdc9-e681-4a3a-937f-79b5f88db5d5,cursed-body,Cursed Body,May disable a move that has dealt damage to the Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Cursed_Body_(Ability),
5c3cb298-9f5e-4095-8fad-11e74a3ae861,healer,Healer,Sometimes cures the status conditions of the Pokémon's allies.,https://bulbapedia.bulbagarden.net/wiki/Healer_(Ability),
632eeb6f-cad2-412c-acdd-3168a3375a89,friend-guard,Friend Guard,Reduces damage dealt to allies.,https://bulbapedia.bulbagarden.net/wiki/Friend_Guard_(Ability),
0ff04e34-11e0-418c-a904-0185eb8d9757,weak-armor,Weak Armor,"The Pokémon's Defense stat is lowered when it takes damage from physical moves, but its Speed stat is sharply boosted.",https://bulbapedia.bulbagarden.net/wiki/Weak_Armor_(Ability),
e73e15ac-d180-4ec9-a66f-0fb20bf08ea3,heavy-metal,Heavy Metal,Doubles the Pokémon's weight.,https://bulbapedia.bulbagarden.net/wiki/Heavy_Metal_(Ability),
acb27808-b353-4fc9-b828-9bb72210708c,multiscale,Multiscale,Reduces the amount of damage the Pokémon takes while its HP is full.,https://bulbapedia.bulbagarden.net/wiki/Multiscale_(Ability),
bc48d382-b70f-4d81-8490-0694f59c2e10,toxic-boost,Toxic Boost,Powers up physical moves when the Pokémon is poisoned.,https://bulbapedia.bulbagarden.net/wiki/Toxic_Boost_(Ability),
bf82d92d-41c4-4d16-b41e-892d978ac710,flare-boost,Flare Boost,Powers up special moves when the Pokémon is burned.,https://bulbapedia.bulbagarden.net/wiki/Flare_Boost_(Ability),
89beadb4-50e8-4d2c-8c60-4323426849ae,harvest,Harvest,May create another Berry after one is used.,https://bulbapedia.bulbagarden.net/wiki/Harvest_(Ability),
aa314980-b6a6-435d-acc0-bbbbfadeb385,telepathy,Telepathy,The Pokémon anticipates and dodges the attacks of its allies.,https://bulbapedia.bulbagarden.net/wiki/Telepathy_(Ability),
b4bba61c-3c93-4e1c-b805-557dfb1db80f,overcoat,Overcoat,The Pokémon takes no damage from sandstorms. It is also protected from the effects of powders and spores.,https://bulbapedia.bulbagarden.net/wiki/Overcoat_(Ability),
b71b2790-f44a-44fc-a0da-aefc1876b3aa,poison-touch,Poison Touch,May poison a target when the Pokémon makes contact.,https://bulbapedia.bulbagarden.net/wiki/Poison_Touch_(Ability),
943fad24-91ab-47cd-ae03-a66c4c374dbf,regenerator,Regenerator,The Pokémon has a little of its HP restored when withdrawn from battle.,https://bulbapedia.bulbagarden.net/wiki/Regenerator_(Ability),
73ea8c68-0c97-473f-aae1-1be29f6de19f,big-pecks,Big Pecks,Prevents the Pokémon from having its Defense stat lowered.,https://bulbapedia.bulbagarden.net/wiki/Big_Pecks_(Ability),
71283e37-183e-42c7-9580-bdac61e2dcc9,wonder-skin,Wonder Skin,Makes status moves more likely to miss the Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Wonder_Skin_(Ability),
8eb43a82-a984-4cf6-b83f-56e51bb020dc,analytic,Analytic,Boosts the power of the Pokémon's move if it is the last to act that turn.,https://bulbapedia.bulbagarden.net/wiki/Analytic_(Ability),
426c330d-074c-42f8-8189-084f0afe41e8,illusion,Illusion,The Pokémon fools opponents by entering battle disguised as the last Pokémon in its Trainer's party.,https://bulbapedia.bulbagarden.net/wiki/Illusion_(Ability),
fe9585e8-f240-4c68-bb58-a6ddec9d8b56,insomnia,Insomnia,,https://bulbapedia.bulbagarden.net/wiki/Insomnia_(Ability),
3e7371c3-89e7-494c-8db5-f6ea0fb58ebb,infiltrator,Infiltrator,"The Pokémon's moves are unaffected by the target's barriers, substitutes, and the like.",https://bulbapedia.bulbagarden.net/wiki/Infiltrator_(Ability),
898a3381-56dc-4cce-9ae0-e8204028fb2c,mummy,Mummy,,https://bulbapedia.bulbagarden.net/wiki/Mummy_(Ability),
d34ef4a5-c016-476b-b955-c302b6be7a92,moxie,Moxie,"When the Pokémon knocks out a target, it shows moxie, which boosts its Attack stat.",https://bulbapedia.bulbagarden.net/wiki/Moxie_(Ability),
f51d5978-f9f1-42a5-afc9-9b0eaba53dac,justified,Justified,"When the Pokémon is hit by a Dark-type attack, its Attack stat is boosted by its sense of justice.",https://bulbapedia.bulbagarden.net/wiki/Justified_(Ability),
b4fb4ae1-5686-410b-8f48-219f2426736e,rattled,Rattled,"The Pokémon gets scared when hit by a Dark-, Ghost-, or Bug-type attack or if intimidated, which boosts its Speed stat.",https://bulbapedia.bulbagarden.net/wiki/Rattled_(Ability),
f044a28b-cbce-4049-aa8c-2fb3728556e8,sap-sipper,Sap Sipper,"The Pokémon takes no damage when hit by Grass-type moves. Instead, its Attack stat is boosted.",https://bulbapedia.bulbagarden.net/wiki/Sap_Sipper_(Ability),
d128c1f5-e719-43c6-ac32-3b97d8179b79,prankster,Prankster,Gives priority to the Pokémon's status moves.,https://bulbapedia.bulbagarden.net/wiki/Prankster_(Ability),
4c45fe97-a38c-482d-a07b-febfc17da379,sand-force,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm. ",https://bulbapedia.bulbagarden.net/wiki/Sand_Force_(Ability),
2b6d9f9c-e41d-46b8-9e31-75ab376f8d15,color-change,Color Change,,https://bulbapedia.bulbagarden.net/wiki/Color_Change_(Ability),
d92bca89-8d48-4536-b8e6-774a90a67815,iron-barbs,Iron Barbs,,https://bulbapedia.bulbagarden.net/wiki/Iron_Barbs_(Ability),
7944f782-8985-44cc-ad46-b47b6aa1d2c8,victory-star,Victory Star,,https://bulbapedia.bulbagarden.net/wiki/Victory_Star_(Ability),
7e13fa17-4a45-4a6e-b860-eec1b502ab7c,turboblaze,Turboblaze,,https://bulbapedia.bulbagarden.net/wiki/Turboblaze_(Ability),
0cac5e33-7c98-40e3-96cb-3cd2d7624b02,teravolt,Teravolt,,https://bulbapedia.bulbagarden.net/wiki/Teravolt_(Ability),
dfa623a4-5d22-425d-b552-1002638ac59f,aroma-veil,Aroma Veil,Protects the Pokémon and its allies from effects that prevent the use of moves.,https://bulbapedia.bulbagarden.net/wiki/Aroma_Veil_(Ability),
462f796f-a355-49e3-947d-5b02e96c617b,flower-veil,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,https://bulbapedia.bulbagarden.net/wiki/Flower_Veil_(Ability),
a6f87de7-cb61-4638-94df-11c57712ec43,protean,Protean,Changes the Pokémon's type to the type of the move it's about to use. This works only once each time the Pokémon enters battle.,https://bulbapedia.bulbagarden.net/wiki/Protean_(Ability),
39e4e165-f681-4b94-b47e-0e6789887eca,fur-coat,Fur Coat,Halves the damage from physical moves.,https://bulbapedia.bulbagarden.net/wiki/Fur_Coat_(Ability),
c28b3f39-b016-4d8b-9c9b-bdd8871eaa5e,immunity,Immunity,The Pokémon's immune system prevents it from being poisoned.,https://bulbapedia.bulbagarden.net/wiki/Immunity_(Ability),
b912840e-e792-4908-aedd-a87615daa65b,magician,Magician,The Pokémon steals the held item from any target it hits with a move.,https://bulbapedia.bulbagarden.net/wiki/Magician_(Ability),
7ff19b6a-3821-4ee8-94f5-132ac67288fe,bulletproof,Bulletproof,Protects the Pokémon from ball and bomb moves.,https://bulbapedia.bulbagarden.net/wiki/Bulletproof_(Ability),
691c9d97-ea8d-4f7f-b62a-f6cecd26e2c6,competitive,Competitive,Boosts the Pokémon's Sp. Atk stat sharply when its stats are lowered by an opposing Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Competitive_(Ability),
a67ecdb1-e4a9-4c55-bdf1-97db866ed6f3,strong-jaw,Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,https://bulbapedia.bulbagarden.net/wiki/Strong_Jaw_(Ability),
3963023f-8dab-4d51-9168-9f5335008f9b,refrigerate,Refrigerate,,https://bulbapedia.bulbagarden.net/wiki/Refrigerate_(Ability),
d72a1163-cc22-481b-a267-5d0de59340f4,stance-change,Stance Change,,https://bulbapedia.bulbagarden.net/wiki/Stance_Change_(Ability),
523758f3-747b-4d9d-9646-a4307d775c50,gale-wings,Gale Wings,Gives priority to the Pokémon's Flying-type moves while its HP is full.,https://bulbapedia.bulbagarden.net/wiki/Gale_Wings_(Ability),
a0cd5dce-2796-4c22-ab62-8d15a97a4603,mega-launcher,Mega Launcher,Powers up pulse moves.,https://bulbapedia.bulbagarden.net/wiki/Mega_Launcher_(Ability),
c4366863-9404-435b-ba1c-cbd25d9f412e,grass-pelt,Grass Pelt,Boosts the Pokémon's Defense stat on Grassy Terrain.,https://bulbapedia.bulbagarden.net/wiki/Grass_Pelt_(Ability),
aa185fdd-910b-4ca1-98d2-248626e2cf9c,symbiosis,Symbiosis,The Pokémon passes its held item to an ally that has used up an item.,https://bulbapedia.bulbagarden.net/wiki/Symbiosis_(Ability),
478537da-9cc9-4cdf-928c-a12b93918e2c,gooey,Gooey,Contact with the Pokémon lowers the attacker's Speed stat.,https://bulbapedia.bulbagarden.net/wiki/Gooey_(Ability),
f6c0e173-7541-4f62-a1b1-873fdc2d58f8,aerilate,Aerilate,,https://bulbapedia.bulbagarden.net/wiki/Aerilate_(Ability),
d998b684-0cb8-49cd-a31e-2ed17cbf0e84,parental-bond,Parental Bond,,https://bulbapedia.bulbagarden.net/wiki/Parental_Bond_(Ability),
6639ff38-b07c-405a-9f68-5854b5dc8ad9,dark-aura,Dark Aura,,https://bulbapedia.bulbagarden.net/wiki/Dark_Aura_(Ability),
35209c37-717b-4b42-9e0b-8a04cfe44494,fairy-aura,Fairy Aura,,https://bulbapedia.bulbagarden.net/wiki/Fairy_Aura_(Ability),
0f6f5074-d407-4ec8-abe2-1098eaab4d31,aura-break,Aura Break,,https://bulbapedia.bulbagarden.net/wiki/Aura_Break_(Ability),
2505e404-9814-400e-9d6b-7ed00cf96498,primordial-sea,Primordial Sea,,https://bulbapedia.bulbagarden.net/wiki/Primordial_Sea_(Ability),
02933fe9-0ef4-49a7-95d5-9b92dc80657d,desolate-land,Desolate Land,,https://bulbapedia.bulbagarden.net/wiki/Desolate_Land_(Ability),
8494e1dd-965b-4edd-b484-faa97cf64810,delta-stream,Delta Stream,,https://bulbapedia.bulbagarden.net/wiki/Delta_Stream_(Ability),
18a6d6ec-bea0-4216-9714-6e35305329a3,stamina,Stamina,Boosts the Defense stat when the Pokémon is hit by an attack.,https://bulbapedia.bulbagarden.net/wiki/Stamina_(Ability),
668a0eee-ddda-4dc6-bf34-66acbfa7e287,wimp-out,Wimp Out,,https://bulbapedia.bulbagarden.net/wiki/Wimp_Out_(Ability),
cb2e9d80-99d9-441d-a4ee-5078bf8515ce,emergency-exit,Emergency Exit,,https://bulbapedia.bulbagarden.net/wiki/Emergency_Exit_(Ability),
99d8badf-0eab-4f54-98d3-1be67080c4ec,water-compaction,Water Compaction,Boosts the Defense stat sharply when the Pokémon is hit by a Water-type move.,https://bulbapedia.bulbagarden.net/wiki/Water_Compaction_(Ability),
e231d1d5-bc9c-4824-bcc6-7ce29cf57a68,merciless,Merciless,The Pokémon's attacks become critical hits if the target is poisoned.,https://bulbapedia.bulbagarden.net/wiki/Merciless_(Ability),
d8bfcdb7-7096-45bf-bece-075a1b518109,shields-down,Shields Down,,https://bulbapedia.bulbagarden.net/wiki/Shields_Down_(Ability),
1fc2dce9-1164-46a5-b5ee-23a9cb343d25,stakeout,Stakeout,Doubles the damage dealt to a target that has just switched into battle.,https://bulbapedia.bulbagarden.net/wiki/Stakeout_(Ability),
7fee5203-1bf9-4625-ba74-2a74c8693baf,water-bubble,Water Bubble,,https://bulbapedia.bulbagarden.net/wiki/Water_Bubble_(Ability),
bba8aa6b-3462-4772-b31f-218f08c47a1c,drizzle,Drizzle,The Pokémon makes it rain when it enters a battle.,https://bulbapedia.bulbagarden.net/wiki/Drizzle_(Ability),
a5f2c6a8-22d8-412b-98a5-0093743184e7,own-tempo,Own Tempo,"The Pokémon sticks to its own tempo, preventing it from becoming confused or being affected by Intimidate.",https://bulbapedia.bulbagarden.net/wiki/Own_Tempo_(Ability),
7d5c8f22-6150-4d21-a9e6-bda60dac5abe,steelworker,Steelworker,,https://bulbapedia.bulbagarden.net/wiki/Steelworker_(Ability),
9b6b2447-1336-4d60-bb88-5ba1d8c34294,berserk,Berserk,Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to drop to half or less.,https://bulbapedia.bulbagarden.net/wiki/Berserk_(Ability),
4b73d478-e51a-426c-ab34-f232c0a755f6,slush-rush,Slush Rush,Boosts the Pokémon's Speed stat in snow.,https://bulbapedia.bulbagarden.net/wiki/Slush_Rush_(Ability),
968c19de-de5a-4c44-96fe-5bc36b0a56ff,liquid-voice,Liquid Voice,,https://bulbapedia.bulbagarden.net/wiki/Liquid_Voice_(Ability),
4fdc5b3a-ad90-4940-81e5-3b2e4a044c18,triage,Triage,,https://bulbapedia.bulbagarden.net/wiki/Triage_(Ability),
cbb19f39-b8f5-4d90-8ca2-2d93687c17ed,galvanize,Galvanize,,https://bulbapedia.bulbagarden.net/wiki/Galvanize_(Ability),
07c01e00-62ec-4759-ab29-5fca3920ad8d,schooling,Schooling,,https://bulbapedia.bulbagarden.net/wiki/Schooling_(Ability),
aeb8dc2b-3cb8-48ab-a1d8-7e71c8911eac,disguise,Disguise,"Once per battle, the shroud that covers the Pokémon can protect it from an attack.",https://bulbapedia.bulbagarden.net/wiki/Disguise_(Ability),
28f202d4-c231-43c6-8581-c56d268dec34,suction-cups,Suction Cups,,https://bulbapedia.bulbagarden.net/wiki/Suction_Cups_(Ability),
83157e3c-627e-4006-aac0-0737565f23bd,battle-bond,Battle Bond,"When the Pokémon knocks out a target, its bond with its Trainer is strengthened, and its Attack, Sp. Atk, and Speed stats are boosted.",https://bulbapedia.bulbagarden.net/wiki/Battle_Bond_(Ability),
6157910b-00f0-4ef0-a724-154321919b62,power-construct,Power Construct,,https://bulbapedia.bulbagarden.net/wiki/Power_Construct_(Ability),
86698eb9-2dd7-4866-bdd1-3eba627d3802,corrosion,Corrosion,The Pokémon can poison the target even if it's a Steel or Poison type.,https://bulbapedia.bulbagarden.net/wiki/Corrosion_(Ability),
ea529aed-6feb-45f5-9ee5-b8e3263f6400,comatose,Comatose,The Pokémon is always drowsing and will never wake up. It can attack while in its sleeping state.,https://bulbapedia.bulbagarden.net/wiki/Comatose_(Ability),
acfdf2da-a799-4bc3-a77e-34ec18f6956e,queenly-majesty,Queenly Majesty,The Pokémon's majesty pressures opponents and makes them unable to use priority moves against the Pokémon or its allies.,https://bulbapedia.bulbagarden.net/wiki/Queenly_Majesty_(Ability),
5f0f7107-d8ac-49ca-9e41-59bfed597f35,innards-out,Innards Out,,https://bulbapedia.bulbagarden.net/wiki/Innards_Out_(Ability),
12956564-890d-404b-b9da-5253c470efff,dancer,Dancer,"Whenever a dance move is used in battle, the Pokémon will copy the user to immediately perform that dance move itself.",https://bulbapedia.bulbagarden.net/wiki/Dancer_(Ability),
978ed653-73b3-4ac0-b85f-5ff90d95b3ca,battery,Battery,,https://bulbapedia.bulbagarden.net/wiki/Battery_(Ability),
e6d1c8f1-33f1-400a-b71f-728d43341ad5,fluffy,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",https://bulbapedia.bulbagarden.net/wiki/Fluffy_(Ability),
8cc63625-8fd5-4640-a0fc-664f04241583,dazzling,Dazzling,"The Pokémon dazzles its opponents, making them unable to use priority moves against the Pokémon or its allies.",https://bulbapedia.bulbagarden.net/wiki/Dazzling_(Ability),
251d9534-124a-4fb5-b99c-1c1cd95a604f,intimidate,Intimidate,"When the Pokémon enters a battle, it intimidates opposing Pokémon and makes them cower, lowering their Attack stats.",https://bulbapedia.bulbagarden.net/wiki/Intimidate_(Ability),
e1c97dc3-b152-4683-a343-ff54cb30a1e5,soul-heart,Soul-Heart,Boosts the Pokémon's Sp. Atk stat every time another Pokémon faints.,https://bulbapedia.bulbagarden.net/wiki/Soul-Heart_(Ability),
0df74a96-9852-4629-8b76-9a327f4252f7,tangling-hair,Tangling Hair,Contact with the Pokémon lowers the attacker's Speed stat.,https://bulbapedia.bulbagarden.net/wiki/Tangling_Hair_(Ability),
e6533755-9c25-446c-a8e6-ea35fdf4aff9,receiver,Receiver,The Pokémon copies the Ability of a defeated ally.,https://bulbapedia.bulbagarden.net/wiki/Receiver_(Ability),
9c2c059a-0aaa-4792-864e-374e5158b7ae,power-of-alchemy,Power of Alchemy,The Pokémon copies the Ability of a defeated ally.,https://bulbapedia.bulbagarden.net/wiki/Power_of_Alchemy_(Ability),
637493f5-25f5-47a2-8430-446f209cbac9,beast-boost,Beast Boost,,https://bulbapedia.bulbagarden.net/wiki/Beast_Boost_(Ability),
9c9675ba-3dd2-4580-a7bc-02b008a86d92,rks-system,RKS System,,https://bulbapedia.bulbagarden.net/wiki/RKS_System_(Ability),
bd443408-4f7d-42b5-a677-8dfa31b03d92,electric-surge,Electric Surge,Turns the ground into Electric Terrain when the Pokémon enters a battle.,https://bulbapedia.bulbagarden.net/wiki/Electric_Surge_(Ability),
fc1378f7-3727-4231-a8aa-1ec1659f33c9,psychic-surge,Psychic Surge,Turns the ground into Psychic Terrain when the Pokémon enters a battle.,https://bulbapedia.bulbagarden.net/wiki/Psychic_Surge_(Ability),
207ffaa7-ee8c-4670-a8f5-eca279093cb2,misty-surge,Misty Surge,Turns the ground into Misty Terrain when the Pokémon enters a battle.,https://bulbapedia.bulbagarden.net/wiki/Misty_Surge_(Ability),
1d43c33d-4beb-417a-a4db-e5c5ca422566,grassy-surge,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,https://bulbapedia.bulbagarden.net/wiki/Grassy_Surge_(Ability),
c29b2a84-17dc-48cc-aba8-40e1ad882b36,shadow-tag,Shadow Tag,The Pokémon steps on the opposing Pokémon's shadows to prevent them from fleeing or switching out.,https://bulbapedia.bulbagarden.net/wiki/Shadow_Tag_(Ability),
c2530e2e-3a33-48db-8f1e-4aac88a60acd,full-metal-body,Full Metal Body,,https://bulbapedia.bulbagarden.net/wiki/Full_Metal_Body_(Ability),
2b788a9e-122b-4f51-8b89-641dd6cf36ab,shadow-shield,Shadow Shield,,https://bulbapedia.bulbagarden.net/wiki/Shadow_Shield_(Ability),
128ca089-d395-409b-a0f7-0ed715e5f897,prism-armor,Prism Armor,,https://bulbapedia.bulbagarden.net/wiki/Prism_Armor_(Ability),
92ed8e3c-dfa3-432d-a4dd-900b4784b782,neuroforce,Neuroforce,,https://bulbapedia.bulbagarden.net/wiki/Neuroforce_(Ability),
73f59a24-aa1a-4bc6-bae0-e10c25822dcb,intrepid-sword,Intrepid Sword,Boosts the Pokémon’s Attack stat the first time the Pokémon enters a battle.,https://bulbapedia.bulbagarden.net/wiki/Intrepid_Sword_(Ability),
107d9e0f-61d0-445a-aa04-e3ffcb2df1b1,dauntless-shield,Dauntless Shield,Boosts the Pokémon’s Defense stat the first time the Pokémon enters a battle.,https://bulbapedia.bulbagarden.net/wiki/Dauntless_Shield_(Ability),
1fb0f880-8c55-47f3-8741-63f9ffbbb82b,libero,Libero,Changes the Pokémon's type to the type of the move it's about to use. This works only once each time the Pokémon enters battle.,https://bulbapedia.bulbagarden.net/wiki/Libero_(Ability),
ae430421-d132-4aaf-b938-076873813594,ball-fetch,Ball Fetch,,https://bulbapedia.bulbagarden.net/wiki/Ball_Fetch_(Ability),
3f0f7e52-5bbc-44e1-949a-dabd2b4f725d,cotton-down,Cotton Down,,https://bulbapedia.bulbagarden.net/wiki/Cotton_Down_(Ability),
e2a03db0-f5d0-423a-a5ab-cbcf22263167,propeller-tail,Propeller Tail,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,https://bulbapedia.bulbagarden.net/wiki/Propeller_Tail_(Ability),
8b2e9ea3-c7fb-47ba-88c6-93a2d1c7bf3c,rough-skin,Rough Skin,The Pokémon's rough skin damages attackers that make direct contact with it.,https://bulbapedia.bulbagarden.net/wiki/Rough_Skin_(Ability),
83504a03-be94-4b8e-a62c-adeb3e412a52,mirror-armor,Mirror Armor,Bounces back only the stat-lowering effects that the Pokémon receives.,https://bulbapedia.bulbagarden.net/wiki/Mirror_Armor_(Ability),
24757fd4-b4a8-47c0-8370-f59225d6b4ea,gulp-missile,Gulp Missile,,https://bulbapedia.bulbagarden.net/wiki/Gulp_Missile_(Ability),
caab4bab-05ea-4e2d-90f4-82445cc1ece8,stalwart,Stalwart,,https://bulbapedia.bulbagarden.net/wiki/Stalwart_(Ability),
4907ad1d-6cc7-42b3-b2f6-1acc21a2804e,steam-engine,Steam Engine,Boosts the Speed stat drastically when the Pokémon is hit by a Fire- or Water-type move.,https://bulbapedia.bulbagarden.net/wiki/Steam_Engine_(Ability),
c16ae4ae-24db-453b-acf4-f77bf9c8658b,punk-rock,Punk Rock,Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.,https://bulbapedia.bulbagarden.net/wiki/Punk_Rock_(Ability),
b123e72c-2ca4-431b-956a-0f9569c94dba,sand-spit,Sand Spit,The Pokémon creates a sandstorm when it's hit by an attack.,https://bulbapedia.bulbagarden.net/wiki/Sand_Spit_(Ability),
202d6bf0-bb33-4d82-8421-baea1f5969a3,ice-scales,Ice Scales,"The Pokémon is protected by ice scales, which halve the damage taken from special moves.",https://bulbapedia.bulbagarden.net/wiki/Ice_Scales_(Ability),
20875308-f58c-4ec3-b986-4baab49f0525,ripen,Ripen,Ripens Berries and doubles their effect.,https://bulbapedia.bulbagarden.net/wiki/Ripen_(Ability),
19e1ed4d-4c92-4588-8f2b-984a698d3536,ice-face,Ice Face,"The Pokémon's ice head can take a physical attack as a substitute, but the attack also changes the Pokémon's appearance. The ice will be restored when it snows.",https://bulbapedia.bulbagarden.net/wiki/Ice_Face_(Ability),
5d4f71bf-0306-4e6f-8b7b-bd3d20033466,power-spot,Power Spot,Just being next to the Pokémon powers up moves.,https://bulbapedia.bulbagarden.net/wiki/Power_Spot_(Ability),
a5f893fb-6211-48c1-a2f2-ea538177dfd6,wonder-guard,Wonder Guard,,https://bulbapedia.bulbagarden.net/wiki/Wonder_Guard_(Ability),
c0e1d983-a2b4-410b-b3bf-5211bfe68c28,mimicry,Mimicry,,https://bulbapedia.bulbagarden.net/wiki/Mimicry_(Ability),
786d27e8-4f1a-4f38-8397-2282ce424a53,screen-cleaner,Screen Cleaner,,https://bulbapedia.bulbagarden.net/wiki/Screen_Cleaner_(Ability),
543cc6ce-7fca-438d-9850-f340c7e8acb0,steely-spirit,Steely Spirit,Powers up the Steel-type moves of the Pokémon and its allies.,https://bulbapedia.bulbagarden.net/wiki/Steely_Spirit_(Ability),
fd355649-9f37-4996-8630-73853dd522bc,perish-body,Perish Body,,https://bulbapedia.bulbagarden.net/wiki/Perish_Body_(Ability),
ef91bf25-3eda-4963-8430-487c7d27413f,wandering-spirit,Wandering Spirit,,https://bulbapedia.bulbagarden.net/wiki/Wandering_Spirit_(Ability),
bb538038-1b0c-4ad9-9e8c-b794c8e6f85e,neutralizing-gas,Neutralizing Gas,,https://bulbapedia.bulbagarden.net/wiki/Neutralizing_Gas_(Ability),
da71b5c3-ec7d-4b7e-b2ea-e25c2c4afe5f,pastel-veil,Pastel Veil,,https://bulbapedia.bulbagarden.net/wiki/Pastel_Veil_(Ability),
1e1f3898-ab65-4abe-897e-45c3badf19ea,hunger-switch,Hunger Switch,,https://bulbapedia.bulbagarden.net/wiki/Hunger_Switch_(Ability),
d2f8f738-2415-4fa7-8c6a-5295abf46c18,quick-draw,Quick Draw,Enables the Pokémon to move first occasionally.,https://bulbapedia.bulbagarden.net/wiki/Quick_Draw_(Ability),
3224a315-52c4-4d09-9244-b45e03db4a50,levitate,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",https://bulbapedia.bulbagarden.net/wiki/Levitate_(Ability),
d062ccf1-a8e1-40b4-ad06-94138d2ffcd9,unseen-fist,Unseen Fist,,https://bulbapedia.bulbagarden.net/wiki/Unseen_Fist_(Ability),
ae3c190a-b297-4fb6-834e-60417c329bf1,curious-medicine,Curious Medicine,"When the Pokémon enters a battle, it scatters medicine from its shell, which removes all stat changes from allies.",https://bulbapedia.bulbagarden.net/wiki/Curious_Medicine_(Ability),
61c1e069-8742-49a9-bf5e-fb40880708df,transistor,Transistor,Powers up Electric-type moves.,https://bulbapedia.bulbagarden.net/wiki/Transistor_(Ability),
532222df-698a-4169-8085-dbcc73575a17,dragons-maw,Dragon’s Maw,Powers up Dragon-type moves.,https://bulbapedia.bulbagarden.net/wiki/Dragon’s_Maw_(Ability),
890e94c0-3600-4a0b-a9c8-37651f00ad08,chilling-neigh,Chilling Neigh,"When the Pokémon knocks out a target, it utters a chilling neigh, which boosts its Attack stat.",https://bulbapedia.bulbagarden.net/wiki/Chilling_Neigh_(Ability),
8153dc1c-2d5c-4e8c-8e78-2f9f9ece1ec3,grim-neigh,Grim Neigh,"When the Pokémon knocks out a target, it utters a terrifying neigh, which boosts its Sp. Atk stat.",https://bulbapedia.bulbagarden.net/wiki/Grim_Neigh_(Ability),
7d04ab14-9eeb-4d15-b960-d863749efccf,as-one-glastrier,As One,This Ability combines the effects of both Calyrex's Unnerve Ability and Glastrier's Chilling Neigh Ability.,https://bulbapedia.bulbagarden.net/wiki/As_One_(Ability),
717e36db-398b-4fc6-8d17-9d452b59effd,as-one-spectrier,As One,This Ability combines the effects of both Calyrex's Unnerve Ability and Spectrier's Grim Neigh Ability.,https://bulbapedia.bulbagarden.net/wiki/As_One_(Ability),
fbc94209-62c0-4e49-ba75-fcccc53662d8,lingering-aroma,Lingering Aroma,Contact with the Pokémon changes the attacker's Ability to Lingering Aroma.,https://bulbapedia.bulbagarden.net/wiki/Lingering_Aroma_(Ability),
476a17ee-7a83-4d3f-959f-55728fcd7efd,seed-sower,Seed Sower,Turns the ground into Grassy Terrain when the Pokémon is hit by an attack.,https://bulbapedia.bulbagarden.net/wiki/Seed_Sower_(Ability),
6f058301-1873-4782-b8a5-3d2244f9eab6,effect-spore,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on the attacker.",https://bulbapedia.bulbagarden.net/wiki/Effect_Spore_(Ability),
4520f15f-6afd-4b40-bb50-cf83266e369a,thermal-exchange,Thermal Exchange,Boosts the Attack stat when the Pokémon is hit by a Fire-type move. The Pokémon also cannot be burned.,https://bulbapedia.bulbagarden.net/wiki/Thermal_Exchange_(Ability),
fe7a7218-3d28-4d3f-a01b-f5a47219f9ab,anger-shell,Anger Shell,"When an attack causes its HP to drop to half or less, the Pokémon gets angry. This lowers its Defense and Sp. Def stats but boosts its Attack, Sp. Atk, and Speed stats.",https://bulbapedia.bulbagarden.net/wiki/Anger_Shell_(Ability),
57ae7012-ff6a-47b2-b125-495d9359eacf,purifying-salt,Purifying Salt,The Pokémon's pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.,https://bulbapedia.bulbagarden.net/wiki/Purifying_Salt_(Ability),
1fa6a201-09a0-442b-97e1-f0a5d325186a,well-baked-body,Well-Baked Body,"The Pokémon takes no damage when hit by Fire-type moves. Instead, its Defense stat is sharply boosted.",https://bulbapedia.bulbagarden.net/wiki/Well-Baked_Body_(Ability),
32dd0576-da8a-483b-8625-84d2d163c55b,wind-rider,Wind Rider,Boosts the Pokémon's Attack stat if Tailwind takes effect or if the Pokémon is hit by a wind move. The Pokémon also takes no damage from wind moves.,https://bulbapedia.bulbagarden.net/wiki/Wind_Rider_(Ability),
5c70be14-99c9-4418-adae-56c51bac5e16,guard-dog,Guard Dog,Boosts the Pokémon’s Attack stat if intimidated. Moves and items that would force the Pokémon to switch out also fail to work.,https://bulbapedia.bulbagarden.net/wiki/Guard_Dog_(Ability),
